TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold
A8K3E0		MA0501.1				
A8K3H3		MA1553.1				
A8K3H7				M02865_2.00 (61.4%);MA0833.1 (62.8%)		
A8K3H9			M02711_2.00 (75.0%);M03448_2.00 (75.0%);MA1117.1 (99.8%)	M08038_2.00 (52.9%);MA0101.1 (50.3%)		
A8K3J6			M00833_2.00 (95.9%);MA0807.1 (99.8%)	M00734_2.00 (53.1%);M01029_2.00 (62.2%);M01030_2.00 (64.7%);M02495_2.00 (63.9%);M02496_2.00 (63.3%);M02498_2.00 (69.5%);M03554_2.00 (55.1%);M03559_2.00 (55.6%);M03563_2.00 (50.3%);M03988_2.00 (56.9%);M03993_2.00 (55.3%);M05798_2.00 (55.1%);M05822_2.00 (59.0%);M08044_2.00 (65.5%);M09427_2.00 (53.5%);M09429_2.00 (57.6%);M09650_2.00 (59.0%);MA0009.1 (53.5%);MA0009.2 (53.5%);MA0688.1 (65.5%);MA0689.1 (59.0%);MA0690.1 (55.7%);MA0800.1 (53.1%);MA0801.1 (54.9%);MA0802.1 (51.7%);MA0803.1 (55.1%);MA0804.1 (50.2%);MA0805.1 (59.0%);MA0806.1 (55.6%);MA1565.1 (51.3%);MA1566.1 (57.6%);MA1567.1 (56.2%)		
A8K3P5				M00142_2.00 (52.0%);M00609_2.00 (50.0%);M00764_2.00 (50.4%);M00782_2.00 (54.1%);M00786_2.00 (54.4%);M00939_2.00 (65.8%);M00943_2.00 (61.1%);M00944_2.00 (65.8%);M00945_2.00 (55.1%);M00948_2.00 (62.3%);M00950_2.00 (62.3%);M00952_2.00 (63.5%);M00953_2.00 (68.2%);M00955_2.00 (63.5%);M00958_2.00 (61.1%);M00959_2.00 (62.3%);M00960_2.00 (62.3%);M01474_2.00 (50.0%);M02924_2.00 (61.9%);M03671_2.00 (50.0%);M04387_2.00 (57.6%);M04465_2.00 (55.7%);M04515_2.00 (53.3%);M04536_2.00 (55.4%);M04590_2.00 (50.0%);M04598_2.00 (55.2%);M04611_2.00 (51.7%);M04613_2.00 (58.6%);M04621_2.00 (55.1%);M04650_2.00 (57.8%);M04653_2.00 (60.9%);M07562_2.00 (52.6%);M07565_2.00 (52.2%);M07566_2.00 (54.8%);M07578_2.00 (55.9%);M07581_2.00 (61.5%);M07582_2.00 (53.8%);M07600_2.00 (51.5%);M07610_2.00 (58.9%);M07613_2.00 (61.7%);M07618_2.00 (53.1%);M07620_2.00 (53.2%);M07633_2.00 (54.6%);M07648_2.00 (52.0%);M07649_2.00 (57.2%);M07657_2.00 (50.9%);M07666_2.00 (56.6%);M07667_2.00 (55.3%);M07693_2.00 (51.4%);M07701_2.00 (51.5%);M07723_2.00 (50.1%);M07747_2.00 (50.0%);M07753_2.00 (56.5%);M07777_2.00 (51.0%);M08245_2.00 (53.4%);M08247_2.00 (50.5%);M08252_2.00 (52.1%);M08254_2.00 (54.2%);M08267_2.00 (56.5%);M08309_2.00 (56.0%);M08325_2.00 (58.0%);M08329_2.00 (57.1%);M08334_2.00 (56.9%);M08355_2.00 (54.1%);M08373_2.00 (52.8%);M08375_2.00 (58.3%);M08392_2.00 (52.1%);M08395_2.00 (57.1%);M08859_2.00 (55.2%);M08887_2.00 (57.6%);M08901_2.00 (55.0%);M08917_2.00 (50.5%);M08934_2.00 (57.8%);M08985_2.00 (62.1%);MA1124.1 (58.7%);MA1602.1 (52.8%)		
A8K3T5				M00129_2.00 (60.0%);M00149_2.00 (51.0%);M00608_2.00 (51.0%);M00641_2.00 (53.0%);M00943_2.00 (53.0%);M00948_2.00 (51.0%);M00950_2.00 (51.0%);M00952_2.00 (55.1%);M00958_2.00 (51.0%);M00960_2.00 (51.0%);M01438_2.00 (55.1%);M02731_2.00 (50.0%);M03663_2.00 (52.0%);M03669_2.00 (52.0%);M05844_2.00 (52.1%);M06179_2.00 (51.0%);M07842_2.00 (52.1%);M07848_2.00 (50.0%);M08194_2.00 (52.7%);M08195_2.00 (50.0%);M08275_2.00 (51.9%);M08390_2.00 (53.5%);M08392_2.00 (50.9%);M08919_2.00 (54.0%);MA0088.1 (52.0%);MA0088.2 (52.0%);MA0103.1 (52.1%);MA0103.2 (52.1%);MA0138.1 (51.5%);MA0163.1 (53.0%);MA0508.1 (50.0%);MA0736.1 (60.0%);MA1544.1 (54.0%);MA1650.1 (50.0%);MA1656.1 (50.9%)		
A8K3U6			M08914_2.00 (99.8%)	M00142_2.00 (51.2%);M00217_2.00 (50.3%);M00609_2.00 (50.4%);M00645_2.00 (50.0%);M00782_2.00 (53.0%);M00939_2.00 (63.5%);M00943_2.00 (61.1%);M00944_2.00 (62.3%);M00945_2.00 (52.8%);M00948_2.00 (60.0%);M00950_2.00 (60.0%);M00952_2.00 (61.1%);M00953_2.00 (61.1%);M00955_2.00 (61.1%);M00958_2.00 (61.1%);M00959_2.00 (57.6%);M00960_2.00 (60.0%);M01456_2.00 (50.9%);M01474_2.00 (50.9%);M02924_2.00 (59.2%);M04387_2.00 (57.9%);M04465_2.00 (56.4%);M04505_2.00 (53.4%);M04590_2.00 (51.2%);M04598_2.00 (54.7%);M04611_2.00 (58.6%);M04613_2.00 (54.0%);M04650_2.00 (58.4%);M04653_2.00 (60.9%);M07562_2.00 (50.2%);M07578_2.00 (54.7%);M07600_2.00 (51.7%);M07620_2.00 (54.6%);M07628_2.00 (50.7%);M07633_2.00 (54.9%);M07656_2.00 (50.5%);M07683_2.00 (55.4%);M07688_2.00 (50.4%);M07753_2.00 (52.6%);M08254_2.00 (55.7%);M08267_2.00 (53.9%);M08283_2.00 (51.5%);M08325_2.00 (57.5%);M08329_2.00 (50.9%);M08334_2.00 (50.9%);M08355_2.00 (56.8%);M08375_2.00 (56.3%);M08395_2.00 (50.6%);M08901_2.00 (52.4%);M08908_2.00 (51.2%);M08935_2.00 (54.6%);M08985_2.00 (60.1%);MA1124.1 (64.2%);MA1154.1 (51.0%);MA1601.1 (55.4%);MA1602.1 (53.1%);MA1656.1 (51.9%)		
A8K3X7			MA0914.1 (75.3%);MA1608.1 (99.7%)	M06271_2.00 (58.9%);M09193_2.00 (50.0%);MA0465.1 (50.0%)		
A8K433				M00019_2.00 (50.0%);M00774_2.00 (57.0%);M00782_2.00 (59.8%);M00786_2.00 (50.0%);M00939_2.00 (67.0%);M00943_2.00 (58.8%);M00944_2.00 (61.1%);M00945_2.00 (56.3%);M00948_2.00 (58.8%);M00950_2.00 (56.4%);M00952_2.00 (58.8%);M00953_2.00 (58.8%);M00955_2.00 (60.2%);M00958_2.00 (58.8%);M00959_2.00 (58.8%);M00960_2.00 (60.0%);M01456_2.00 (53.7%);M01474_2.00 (53.4%);M02924_2.00 (59.2%);M04387_2.00 (53.1%);M04465_2.00 (52.8%);M04515_2.00 (58.4%);M04598_2.00 (56.5%);M04611_2.00 (53.7%);M04613_2.00 (52.3%);M04621_2.00 (57.9%);M04650_2.00 (59.5%);M04653_2.00 (64.5%);M07562_2.00 (50.4%);M07565_2.00 (51.2%);M07566_2.00 (52.0%);M07567_2.00 (54.1%);M07578_2.00 (52.2%);M07581_2.00 (58.8%);M07582_2.00 (54.5%);M07586_2.00 (50.2%);M07587_2.00 (57.6%);M07588_2.00 (53.6%);M07590_2.00 (59.4%);M07593_2.00 (54.0%);M07595_2.00 (51.2%);M07598_2.00 (54.3%);M07600_2.00 (55.2%);M07601_2.00 (52.7%);M07620_2.00 (56.9%);M07634_2.00 (52.9%);M07635_2.00 (61.3%);M07646_2.00 (58.0%);M07648_2.00 (52.7%);M07649_2.00 (56.6%);M07658_2.00 (53.4%);M07660_2.00 (55.5%);M07662_2.00 (50.0%);M07667_2.00 (53.2%);M07678_2.00 (59.2%);M07684_2.00 (54.0%);M07688_2.00 (50.0%);M07693_2.00 (54.5%);M07699_2.00 (54.8%);M07707_2.00 (53.6%);M07712_2.00 (54.3%);M07714_2.00 (54.7%);M07723_2.00 (50.0%);M07740_2.00 (54.4%);M07746_2.00 (52.2%);M07753_2.00 (55.6%);M07764_2.00 (54.7%);M07770_2.00 (52.0%);M07775_2.00 (51.1%);M07777_2.00 (53.4%);M08245_2.00 (58.0%);M08247_2.00 (52.4%);M08252_2.00 (57.8%);M08254_2.00 (52.8%);M08255_2.00 (56.9%);M08263_2.00 (59.7%);M08267_2.00 (60.9%);M08279_2.00 (56.5%);M08291_2.00 (54.9%);M08300_2.00 (53.5%);M08309_2.00 (56.9%);M08311_2.00 (54.8%);M08325_2.00 (53.1%);M08329_2.00 (56.8%);M08334_2.00 (59.2%);M08335_2.00 (55.5%);M08347_2.00 (56.8%);M08355_2.00 (59.8%);M08366_2.00 (50.1%);M08373_2.00 (51.8%);M08375_2.00 (57.1%);M08386_2.00 (50.1%);M08392_2.00 (53.0%);M08395_2.00 (57.1%);M08399_2.00 (50.7%);M08860_2.00 (51.0%);M08901_2.00 (52.1%);M08914_2.00 (55.1%);M08917_2.00 (55.5%);M08921_2.00 (52.8%);M08934_2.00 (55.7%);M08949_2.00 (58.6%);M08985_2.00 (59.0%);MA0056.1 (52.6%);MA0130.1 (57.1%);MA1124.1 (56.3%);MA1154.1 (51.7%);MA1580.1 (50.0%);MA1587.1 (62.0%);MA1594.1 (52.4%)		
A8K443		MA0136.1				
A8K4D1			M09139_2.00 (99.6%)	M00388_2.00 (50.0%);M00469_2.00 (51.8%);M00474_2.00 (61.5%);M02106_2.00 (55.7%);M02107_2.00 (51.7%);M02128_2.00 (50.9%);M02149_2.00 (54.7%);M03234_2.00 (50.0%);M03777_2.00 (53.5%);M03810_2.00 (55.9%);M03815_2.00 (50.8%);M04906_2.00 (51.7%);M05179_2.00 (51.7%);M05272_2.00 (51.8%);M06232_2.00 (54.2%);M06329_2.00 (51.8%);M09181_2.00 (51.7%);M09565_2.00 (58.7%);MA0635.1 (54.2%);MA0707.1 (50.0%);MA0875.1 (51.7%);MA0876.1 (54.2%);MA0877.1 (54.2%);MA0877.2 (54.2%);MA0879.1 (51.7%);MA0881.1 (50.0%);MA0882.1 (51.7%);MA0893.1 (51.8%);MA0897.1 (50.0%);MA0911.1 (61.5%)		
A8K4H1						
A8K4K5						
A8K4L4				M00782_2.00 (50.0%);M00786_2.00 (50.2%);M00939_2.00 (63.5%);M00943_2.00 (58.8%);M00944_2.00 (57.6%);M00945_2.00 (55.1%);M00948_2.00 (56.4%);M00950_2.00 (56.4%);M00952_2.00 (62.3%);M00953_2.00 (58.8%);M00955_2.00 (57.6%);M00958_2.00 (57.6%);M00959_2.00 (56.4%);M00960_2.00 (58.8%);M01456_2.00 (52.8%);M01474_2.00 (58.8%);M02913_2.00 (50.0%);M02924_2.00 (52.2%);M04387_2.00 (50.0%);M04505_2.00 (50.7%);M04536_2.00 (50.2%);M04598_2.00 (54.7%);M04613_2.00 (52.8%);M07566_2.00 (50.5%);M07578_2.00 (50.8%);M07587_2.00 (50.8%);M07613_2.00 (52.9%);M07635_2.00 (58.0%);M07678_2.00 (54.8%);M07686_2.00 (52.6%);M07687_2.00 (50.0%);M07689_2.00 (60.1%);M07700_2.00 (54.8%);M07715_2.00 (50.1%);M07733_2.00 (61.7%);M07775_2.00 (51.6%);M08254_2.00 (53.2%);M08274_2.00 (53.3%);M08283_2.00 (50.7%);M08355_2.00 (50.0%);M08375_2.00 (52.0%);M08390_2.00 (50.0%);M08887_2.00 (51.3%);M08901_2.00 (52.0%);M08908_2.00 (50.0%);MA1124.1 (50.0%);MA1589.1 (53.9%)		
A8K4Q6			MA0591.1 (79.8%);MA1633.1 (99.5%)			
A8K4S9			M11365_2.00 (99.8%);MA0520.1 (85.4%)			
A8K525						
A8K549		MA0900.1				
A8K557		MA0811.1				
A8K591			M09085_2.00 (93.2%);M09099_2.00 (78.3%)	M01979_2.00 (50.8%);M01987_2.00 (51.6%);M03046_2.00 (55.1%);M03058_2.00 (59.6%);M04827_2.00 (55.0%);M10528_2.00 (55.1%);MA0614.1 (55.1%);MA0851.1 (55.1%)		
A8K5A9			M00943_2.00 (72.9%);M00948_2.00 (71.7%);M00950_2.00 (70.5%);M00952_2.00 (71.7%);M00953_2.00 (71.7%);M00958_2.00 (72.9%);M00959_2.00 (70.5%);M00960_2.00 (70.5%)	M00142_2.00 (55.1%);M00149_2.00 (50.3%);M00609_2.00 (54.1%);M00619_2.00 (57.1%);M00764_2.00 (55.2%);M00769_2.00 (64.5%);M00774_2.00 (53.8%);M00782_2.00 (54.2%);M00786_2.00 (55.0%);M00939_2.00 (65.8%);M00944_2.00 (69.4%);M00945_2.00 (51.7%);M00955_2.00 (63.5%);M01044_2.00 (50.9%);M01456_2.00 (52.1%);M01474_2.00 (54.9%);M02896_2.00 (54.4%);M03671_2.00 (53.3%);M03702_2.00 (50.0%);M04387_2.00 (63.0%);M04505_2.00 (58.6%);M04515_2.00 (58.3%);M04524_2.00 (57.1%);M04536_2.00 (54.0%);M04590_2.00 (52.5%);M04598_2.00 (58.2%);M04610_2.00 (54.5%);M04621_2.00 (53.6%);M04653_2.00 (58.7%);M06072_2.00 (50.0%);M06135_2.00 (51.5%);M06179_2.00 (51.8%);M07562_2.00 (56.5%);M07566_2.00 (52.7%);M07578_2.00 (59.3%);M07579_2.00 (60.7%);M07581_2.00 (57.1%);M07582_2.00 (52.1%);M07587_2.00 (53.4%);M07588_2.00 (56.0%);M07590_2.00 (58.2%);M07598_2.00 (53.5%);M07605_2.00 (58.7%);M07607_2.00 (52.7%);M07610_2.00 (61.0%);M07623_2.00 (50.9%);M07635_2.00 (56.5%);M07646_2.00 (54.4%);M07649_2.00 (55.8%);M07654_2.00 (50.0%);M07658_2.00 (56.5%);M07666_2.00 (55.8%);M07667_2.00 (53.9%);M07679_2.00 (50.4%);M07684_2.00 (52.0%);M07685_2.00 (50.0%);M07686_2.00 (52.9%);M07688_2.00 (52.7%);M07689_2.00 (59.5%);M07699_2.00 (51.4%);M07700_2.00 (58.0%);M07702_2.00 (50.0%);M07707_2.00 (50.7%);M07712_2.00 (54.9%);M07714_2.00 (51.8%);M07725_2.00 (55.5%);M07727_2.00 (50.0%);M07729_2.00 (52.4%);M07753_2.00 (51.4%);M07757_2.00 (50.0%);M07761_2.00 (53.3%);M07762_2.00 (54.2%);M07764_2.00 (50.0%);M07770_2.00 (51.3%);M07777_2.00 (51.1%);M08234_2.00 (50.0%);M08245_2.00 (54.9%);M08252_2.00 (59.8%);M08254_2.00 (53.2%);M08267_2.00 (58.6%);M08274_2.00 (58.3%);M08279_2.00 (51.2%);M08291_2.00 (50.8%);M08292_2.00 (53.1%);M08300_2.00 (50.8%);M08309_2.00 (55.1%);M08311_2.00 (54.3%);M08312_2.00 (50.0%);M08314_2.00 (53.5%);M08325_2.00 (56.2%);M08329_2.00 (57.2%);M08330_2.00 (55.5%);M08334_2.00 (54.6%);M08335_2.00 (53.0%);M08347_2.00 (52.3%);M08355_2.00 (56.3%);M08365_2.00 (59.3%);M08371_2.00 (53.6%);M08373_2.00 (57.4%);M08375_2.00 (56.6%);M08390_2.00 (50.7%);M08392_2.00 (50.1%);M08395_2.00 (54.9%);M08399_2.00 (55.1%);M08525_2.00 (51.7%);M08528_2.00 (51.8%);M08887_2.00 (59.4%);M08901_2.00 (59.2%);M08908_2.00 (51.2%);M08914_2.00 (50.0%);M08917_2.00 (51.2%);M08934_2.00 (56.1%);M08944_2.00 (58.1%);MA0038.1 (57.1%);MA0038.2 (57.1%);MA0483.1 (57.1%);MA0528.1 (53.9%);MA0599.1 (51.3%);MA0731.1 (54.4%);MA0742.1 (51.2%);MA1154.1 (58.2%);MA1155.1 (50.0%);MA1516.1 (51.2%);MA1587.1 (60.0%);MA1589.1 (53.6%);MA1592.1 (50.0%);MA1596.1 (50.0%);MA1600.1 (55.3%);MA1601.1 (59.3%);MA1602.1 (54.8%)		
A8K5C0			M07583_2.00 (99.8%)	M00939_2.00 (50.5%);M00943_2.00 (60.0%);M00944_2.00 (57.6%);M00948_2.00 (60.0%);M00950_2.00 (58.8%);M00952_2.00 (63.5%);M00953_2.00 (58.8%);M00958_2.00 (58.8%);M00959_2.00 (56.4%);M00960_2.00 (61.1%);M04598_2.00 (50.4%);M04611_2.00 (50.0%);M06112_2.00 (50.0%);M07578_2.00 (50.4%);M07610_2.00 (53.0%);M07666_2.00 (50.0%);M07683_2.00 (51.0%);M10303_2.00 (52.9%);MA1124.1 (50.8%);MA1601.1 (51.0%)		
A8K5C7			MA1588.1 (99.8%)	M00609_2.00 (51.3%);M00645_2.00 (54.6%);M00786_2.00 (50.5%);M00939_2.00 (68.2%);M00943_2.00 (56.4%);M00944_2.00 (57.6%);M00945_2.00 (52.8%);M00948_2.00 (56.4%);M00950_2.00 (57.6%);M00952_2.00 (58.8%);M00953_2.00 (58.8%);M00955_2.00 (56.4%);M00958_2.00 (56.4%);M00959_2.00 (57.6%);M00960_2.00 (57.6%);M01474_2.00 (50.0%);M02924_2.00 (53.9%);M04387_2.00 (51.3%);M04536_2.00 (50.0%);M04598_2.00 (54.7%);M06179_2.00 (51.8%);M07598_2.00 (52.8%);M07627_2.00 (56.1%);M07659_2.00 (54.1%);M07731_2.00 (58.5%);M07733_2.00 (65.1%);M07753_2.00 (50.8%);M07770_2.00 (63.3%);M08267_2.00 (51.1%);M08325_2.00 (50.3%);M08329_2.00 (52.1%);M08334_2.00 (52.1%);M08366_2.00 (54.6%);M08367_2.00 (52.3%);M08375_2.00 (50.5%);M08395_2.00 (50.6%);M08908_2.00 (53.6%);M08917_2.00 (50.1%);M08935_2.00 (51.3%);M08949_2.00 (52.3%);M08985_2.00 (50.5%);MA1124.1 (55.0%)		
A8K5C8				M00609_2.00 (51.8%);M00782_2.00 (54.9%);M00786_2.00 (53.2%);M00939_2.00 (61.1%);M00943_2.00 (58.8%);M00944_2.00 (62.3%);M00948_2.00 (60.0%);M00950_2.00 (58.8%);M00952_2.00 (62.3%);M00953_2.00 (62.3%);M00955_2.00 (52.9%);M00958_2.00 (58.8%);M00959_2.00 (60.0%);M00960_2.00 (61.1%);M02924_2.00 (54.8%);M04387_2.00 (54.6%);M04465_2.00 (55.2%);M04536_2.00 (52.1%);M04598_2.00 (53.9%);M04611_2.00 (51.7%);M04613_2.00 (52.7%);M04621_2.00 (51.9%);M04650_2.00 (55.6%);M05844_2.00 (50.0%);M06179_2.00 (50.9%);M07578_2.00 (52.0%);M07581_2.00 (58.4%);M07587_2.00 (53.7%);M07588_2.00 (52.7%);M07605_2.00 (53.6%);M07610_2.00 (56.6%);M07657_2.00 (53.1%);M07660_2.00 (52.8%);M07706_2.00 (55.2%);M07747_2.00 (50.1%);M07753_2.00 (53.2%);M08234_2.00 (52.7%);M08254_2.00 (50.2%);M08292_2.00 (54.8%);M08329_2.00 (54.1%);M08334_2.00 (50.7%);M08355_2.00 (54.0%);M08373_2.00 (50.7%);M08375_2.00 (54.4%);M08392_2.00 (52.4%);M08395_2.00 (51.7%);M08859_2.00 (50.0%);M08949_2.00 (51.6%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (57.5%);MA1154.1 (50.9%)		
A8K5H1			M00955_2.00 (76.4%);M07715_2.00 (70.9%);M08381_2.00 (71.0%)	M00142_2.00 (52.0%);M00609_2.00 (55.0%);M00779_2.00 (50.0%);M00782_2.00 (56.2%);M00939_2.00 (63.5%);M00943_2.00 (65.8%);M00944_2.00 (66.2%);M00945_2.00 (59.7%);M00948_2.00 (64.7%);M00950_2.00 (68.2%);M00952_2.00 (65.8%);M00953_2.00 (66.2%);M00958_2.00 (65.8%);M00959_2.00 (64.7%);M00960_2.00 (67.0%);M01044_2.00 (50.9%);M01442_2.00 (50.8%);M02924_2.00 (62.8%);M03671_2.00 (50.8%);M03686_2.00 (50.3%);M04387_2.00 (56.7%);M04465_2.00 (53.9%);M04505_2.00 (54.0%);M04598_2.00 (56.8%);M04611_2.00 (55.1%);M04613_2.00 (56.5%);M04621_2.00 (52.8%);M04650_2.00 (56.7%);M06108_2.00 (56.8%);M07565_2.00 (65.9%);M07575_2.00 (68.2%);M07578_2.00 (55.6%);M07581_2.00 (54.5%);M07586_2.00 (53.5%);M07613_2.00 (60.1%);M07649_2.00 (52.3%);M07656_2.00 (51.9%);M07660_2.00 (53.0%);M07678_2.00 (50.1%);M07683_2.00 (56.4%);M07687_2.00 (61.4%);M07714_2.00 (66.8%);M07733_2.00 (53.9%);M07753_2.00 (55.7%);M07761_2.00 (64.5%);M07767_2.00 (53.6%);M07775_2.00 (61.4%);M08267_2.00 (58.8%);M08295_2.00 (66.6%);M08309_2.00 (56.9%);M08311_2.00 (50.8%);M08314_2.00 (52.6%);M08325_2.00 (61.3%);M08329_2.00 (55.6%);M08334_2.00 (54.2%);M08355_2.00 (56.0%);M08367_2.00 (50.0%);M08373_2.00 (52.2%);M08375_2.00 (59.4%);M08395_2.00 (54.0%);M08859_2.00 (50.6%);M08867_2.00 (50.0%);M08887_2.00 (56.4%);M08889_2.00 (50.3%);M08901_2.00 (53.4%);M08917_2.00 (53.2%);M08921_2.00 (64.6%);M08934_2.00 (67.1%);M08935_2.00 (56.1%);M08985_2.00 (66.0%);MA1124.1 (57.3%);MA1596.1 (52.5%);MA1599.1 (58.7%);MA1601.1 (56.4%);MA1602.1 (54.2%);MA1656.1 (52.2%)		
A8K5K3			M09475_2.00 (92.8%);MA0620.1 (93.1%);MA0620.2 (98.6%)	M01736_2.00 (55.0%);M01762_2.00 (54.5%);M06003_2.00 (62.6%);MA0871.1 (58.3%)		
A8K5P3				M00609_2.00 (55.9%);M00782_2.00 (54.7%);M00786_2.00 (50.0%);M00939_2.00 (62.3%);M00943_2.00 (58.8%);M00944_2.00 (63.5%);M00945_2.00 (56.3%);M00948_2.00 (57.6%);M00950_2.00 (57.6%);M00952_2.00 (58.8%);M00953_2.00 (61.1%);M00955_2.00 (62.3%);M00958_2.00 (58.8%);M00959_2.00 (57.6%);M00960_2.00 (57.6%);M01456_2.00 (52.1%);M01474_2.00 (50.9%);M02924_2.00 (57.6%);M03671_2.00 (51.2%);M04387_2.00 (52.2%);M04465_2.00 (52.6%);M04515_2.00 (53.2%);M04536_2.00 (50.5%);M04598_2.00 (52.6%);M04611_2.00 (50.7%);M04613_2.00 (57.2%);M04621_2.00 (51.2%);M04650_2.00 (58.4%);M06112_2.00 (51.0%);M07562_2.00 (52.1%);M07581_2.00 (53.2%);M07587_2.00 (51.8%);M07588_2.00 (50.1%);M07600_2.00 (50.7%);M07610_2.00 (51.6%);M07618_2.00 (52.5%);M07633_2.00 (50.7%);M07657_2.00 (52.6%);M07660_2.00 (50.4%);M07678_2.00 (54.0%);M07683_2.00 (52.1%);M07701_2.00 (52.9%);M07723_2.00 (51.6%);M07747_2.00 (53.7%);M07753_2.00 (54.1%);M07754_2.00 (52.5%);M08245_2.00 (56.2%);M08247_2.00 (50.3%);M08252_2.00 (56.0%);M08267_2.00 (58.3%);M08311_2.00 (50.5%);M08314_2.00 (50.7%);M08325_2.00 (58.4%);M08329_2.00 (56.1%);M08334_2.00 (55.8%);M08335_2.00 (52.3%);M08355_2.00 (54.7%);M08373_2.00 (50.6%);M08375_2.00 (58.4%);M08395_2.00 (50.6%);M08901_2.00 (51.0%);M08985_2.00 (60.3%);MA1124.1 (55.0%);MA1154.1 (50.2%);MA1601.1 (52.1%);MA1602.1 (50.4%);MA1656.1 (51.2%)		
A8K5U8			M07658_2.00 (99.5%)	M00782_2.00 (58.1%);M00786_2.00 (51.0%);M00939_2.00 (65.8%);M00943_2.00 (60.0%);M00944_2.00 (63.5%);M00945_2.00 (52.8%);M00948_2.00 (57.6%);M00950_2.00 (60.0%);M00952_2.00 (62.3%);M00953_2.00 (62.3%);M00955_2.00 (61.1%);M00958_2.00 (62.3%);M00959_2.00 (61.1%);M00960_2.00 (62.3%);M01042_2.00 (54.0%);M01442_2.00 (52.5%);M01456_2.00 (50.9%);M01474_2.00 (50.8%);M02924_2.00 (61.2%);M03671_2.00 (50.0%);M04387_2.00 (59.4%);M04465_2.00 (55.0%);M04515_2.00 (53.6%);M04536_2.00 (51.0%);M04598_2.00 (56.6%);M04611_2.00 (51.7%);M04613_2.00 (58.6%);M04621_2.00 (56.2%);M04650_2.00 (63.0%);M04653_2.00 (69.3%);M05853_2.00 (51.3%);M06179_2.00 (50.0%);M07562_2.00 (51.9%);M07566_2.00 (53.8%);M07578_2.00 (53.0%);M07581_2.00 (55.1%);M07587_2.00 (51.7%);M07605_2.00 (50.3%);M07610_2.00 (55.8%);M07648_2.00 (53.4%);M07649_2.00 (58.2%);M07678_2.00 (53.0%);M07689_2.00 (53.1%);M07693_2.00 (54.6%);M07700_2.00 (53.8%);M07729_2.00 (50.3%);M07753_2.00 (57.4%);M08254_2.00 (58.0%);M08267_2.00 (61.7%);M08309_2.00 (52.2%);M08325_2.00 (57.4%);M08329_2.00 (55.7%);M08330_2.00 (54.6%);M08334_2.00 (55.4%);M08355_2.00 (57.6%);M08366_2.00 (51.1%);M08367_2.00 (54.5%);M08373_2.00 (51.6%);M08375_2.00 (61.0%);M08395_2.00 (56.5%);M08901_2.00 (55.0%);M08985_2.00 (62.2%);MA1124.1 (62.2%);MA1154.1 (53.9%);MA1602.1 (50.2%);MA1656.1 (52.7%)		
A8K5V0			M05364_2.00 (99.0%);M06246_2.00 (80.2%);M08422_2.00 (70.3%);M09560_2.00 (78.7%);MA0070.1 (99.3%);MA1113.1 (79.8%);MA1114.1 (82.5%)	M00276_2.00 (65.9%);M02060_2.00 (50.0%);M02103_2.00 (50.0%);M02219_2.00 (52.5%);M03165_2.00 (50.0%);M04951_2.00 (51.7%);M06335_2.00 (55.5%);M06490_2.00 (50.0%);MA0498.1 (50.0%);MA0498.2 (50.0%);MA0774.1 (50.0%);MA0775.1 (51.7%)		
A8K5X3			M08955_2.00 (98.4%)	M06179_2.00 (51.0%);M07625_2.00 (52.8%);M08919_2.00 (53.1%);M10203_2.00 (50.0%);MA0073.1 (50.0%);MA1544.1 (53.1%)		
